Stores,Store Code,Description,Barcode,Retail Price,Sold Price,Last Sold,Avg Wkly Sales,Competitor,Price Check Date,Competitor Price,Diff (€),Diff (%),Match Cost (PW),Offer,Details
5,120675,GREEN ISLE STRAIGHT CUT FRIES 1.5KG,5391520181146,4.09,4.09,23/02/2018,28,Tesco Ireland Website,25/02/2018,2.5,1.59,0.636,44.52,SAVE 2.00 Was 4.50 Now 2.50,valid from 30/1/2018 until 26/2/2018
4,11090,GALTEE WHITE PUDDING 200G,5011037922017,1.59,1.59,23/02/2018,28,Super Value Website,25/02/2018,1,0.59,0.59,16.52,Special Offer,
4,11090,GALTEE WHITE PUDDING 200G,5011037922017,1.59,1.59,23/02/2018,28,Tesco Ireland Website,25/02/2018,1,0.59,0.59,16.52,,
4,174904,WALKERS CRISPS VARIETY 6PK 6X25G,5000328376165,2.35,2.35,23/02/2018,28,Tesco Ireland Website,25/02/2018,1.5,0.85,0.5666,23.8,Only 1.50 Walkers Variety,valid from 20/2/2018 until 27/2/2018
5,64586,MUNCH BUNCH FROMAS FRAIS 6PK 6X42G,3023299624051,1.95,1.95,23/02/2018,28,Super Value Website,25/02/2018,1,0.48,0.48,13.44,Special Offer,Feb 15th - Mar 6th
4,178960,DR OETKER READY2ROLL REGALICE 454G,5000254019662,2.55,2.55,22/02/2018,28,Super Value Website,25/02/2018,1.75,0.8,0.4571,22.4,,
5,64586,MUNCH BUNCH FROMAS FRAIS 6PK 6X42G,3023299624051,1.95,1.95,23/02/2018,28,Tesco Ireland Website,25/02/2018,1.04,0.44,0.423,12.32,HALF PRICE Was 2.09 Now 1....,valid from 31/1/2018 until 27/2/2018
5,139846,DAIRYGOLD BAKING 250G,5011069157340,1.02,1.02,23/02/2018,28,Tesco Ireland Website,25/02/2018,0.75,0.27,0.36,7.56,SAVE 27c Was 1.02 Now 75c,valid from 31/1/2018 until 27/2/2018
5,165177,GREEN ISLE SPICED WEDGES GLUT FREE 750G,5391520189067,3.79,3.79,23/02/2018,28,Tesco Ireland Website,25/02/2018,3,0.79,0.2633,22.12,,
5,181942,ERIN HOT CUP FARMHOUSE VEG W CROUT 77G,5098732002336,1.99,1.99,23/02/2018,28,Tesco Ireland Website,25/02/2018,1.65,0.34,0.206,9.52,,
5,165177,GREEN ISLE SPICED WEDGES GLUT FREE 750G,5391520189067,3.79,3.79,23/02/2018,28,Super Value Website,25/02/2018,3.3,0.49,0.1484,13.72,,
4,184273,VOLVIC KIDS 6PK 6X330ML,3057640235238,2.99,2.5,23/02/2018,28,Tesco Ireland Website,25/02/2018,2.25,0.25,0.1111,7,,
5,8932,BOMBAY SAPPHIRE GIN DST 40%* 70CL,5010677714006,32.99,32.99,23/02/2018,28,Tesco Ireland Website,25/02/2018,29.99,3,0.1,84,,
3,64647,GREEN ISLE SPICY WEDGES 600G,5011003019420,3.25,3.25,23/02/2018,28,Tesco Ireland Website,25/02/2018,3,0.25,0.0833,7,,
4,160036,LINDT EXCELLENCE DARK SEA SALT  100G,3046920029674,2.9,2.9,23/02/2018,28,Tesco Ireland Website,25/02/2018,2.69,0.21,0.078,5.88,,
5,186841,HEINZ SANDWICH SPREAD 300G,5000157076021,2.55,2.55,23/02/2018,28,Tesco Ireland Website,25/02/2018,1.99,0.15,0.0753,4.2,,
4,165332,VITHIT IMMUNITEA 500ML,5034033000886,1.99,1.99,23/02/2018,28,Tesco Ireland Website,25/02/2018,1.89,0.1,0.0529,2.8,,
5,161590,BOLD AUTO LAVENDER & CAMOMILE 65W 4.225K,4084500035249,20,9.99,23/02/2018,28,Tesco Ireland Website,25/02/2018,9.5,0.49,0.0515,13.72,SAVE 10.50 Was 20.00 Now 9.50,valid from 21/2/2018 until 6/3/2018
4,165902,KRAFT PHILADELPHIA PLAIN 280G,7622210307743,3.69,3.69,23/02/2018,27,Tesco Ireland Website,25/02/2018,1.65,2.04,1.2363,55.08,HALF PRICE Was 3.30 Now 1....,valid from 31/1/2018 until 27/2/2018
4,185494,KILLEEN 15DT PREM SWING BIN LINERS 15S,5098732003678,1.99,1.99,23/02/2018,27,Tesco Ireland Website,25/02/2018,1.5,0.49,0.3266,13.23,SAVE 49c Was 1.99 Now 1.50,valid from 7/2/2018 until 6/3/2018
5,173924,RANCHEROS SHARING 110G,5099678306632,2.55,2.55,23/02/2018,27,Super Value Website,25/02/2018,2,0.55,0.275,14.85,Special Offer,Feb 15th - Mar 7th
5,8761,GORDONS GIN 1LTR,5000289020800,34.99,34.99,23/02/2018,27,Super Value Website,25/02/2018,29,5.99,0.2065,161.73,Special Offer,Feb 22nd - Feb 28th
5,8761,GORDONS GIN 1LTR,5000289020800,34.99,34.99,23/02/2018,27,Tesco Ireland Website,25/02/2018,29,5.99,0.2065,161.73,Only 29.00 Gordons Gin,valid from 21/2/2018 until 10/3/2018
5,44533,HUNKY DORYS MAT/CHED/CHS&SP/ON 6PK,5099678305628,2.85,2.85,23/02/2018,27,Tesco Ireland Website,25/02/2018,2.39,0.46,0.1924,12.42,,
4,204918,KNORR QUICK SOUP VEG BOX 3S 190ML,8714100263853,1.65,1.65,22/02/2018,27,Tesco Ireland Website,25/02/2018,1.39,0.26,0.187,7.02,,
4,142364,TROPICANA 50 SMOOTH ORANGE 1LTR,5022313108506,3.49,3.49,15/02/2018,27,Tesco Ireland Website,25/02/2018,2.99,0.5,0.1672,13.5,,
4,151904,FITZGERALDS KIDS WRAPS 6S+2FREE 320G,5099077001572,1.75,1.75,23/02/2018,27,Tesco Ireland Website,25/02/2018,1.5,0.25,0.1666,6.75,SAVE 25c Was 1.75 Now 1.50,valid from 20/2/2018 until 19/3/2018
5,79507,RED BULL ENERGY 473ML,9002490210991,2.89,2.89,23/02/2018,27,Tesco Ireland Website,25/02/2018,2.59,0.3,0.1158,8.1,,
5,5054,CESAR BEEF TURKEY ALU 150G,5000166053631,1.05,1.05,23/02/2018,27,Tesco Ireland Website,25/02/2018,0.95,0.1,0.1052,2.7,,
5,173924,RANCHEROS SHARING 110G,5099678306632,2.55,2.55,23/02/2018,27,Tesco Ireland Website,25/02/2018,2.35,0.2,0.0851,5.4,,
5,8689,JAMESON WHISKEY NAGGIN  200ML,5011007003234,11.49,11.75,23/02/2018,27,Tesco Ireland Website,25/02/2018,10.99,0.604,0.0549,16.308,,
5,208128,KLEENEX MANSIZE TWIN 2PK,5029053565828,5.45,5.45,23/02/2018,26,Tesco Ireland Website,25/02/2018,3,2.45,0.8166,63.7,SAVE 2.45 Was 5.45 Now 3.00,valid from 7/2/2018 until 6/3/2018
4,1903,UNCLE BENS BOIL IN BAG RICE 500G,5410673058003,3.29,3.29,23/02/2018,26,Super Value Website,25/02/2018,2,1.29,0.645,33.54,Special Offer,Feb 15th - Mar 7th
5,10790,MINI BABYBEL LIGHT NET 120G,3073780828642,3.25,3.25,23/02/2018,26,Super Value Website,25/02/2018,2,1.25,0.625,32.5,Special Offer,Feb 15th - Mar 6th
5,139232,GREEN ISLE MINI CORN ON THE COB 600G,5391520185236,2.99,2.99,23/02/2018,26,Tesco Ireland Website,25/02/2018,2,0.99,0.495,25.74,SAVE 68c Was 2.68 Now 2.00,valid from 30/1/2018 until 26/2/2018
5,10790,MINI BABYBEL LIGHT NET 120G,3073780828642,3.25,3.25,23/02/2018,26,Tesco Ireland Website,25/02/2018,2.19,1.06,0.484,27.56,,
4,190755,FRUBES LIMITED EDITION 9X40G,3329770056954,2.64,2.64,23/02/2018,26,Tesco Ireland Website,25/02/2018,1.32,0.5,0.3787,13,HALF PRICE Was 2.64 Now 1....,valid from 31/1/2018 until 27/2/2018
5,169591,SANEX SHOWER MOISTURISING 500ML,8714789763439,4.19,2.99,23/02/2018,26,Tesco Ireland Website,25/02/2018,2.09,0.66,0.3157,17.16,HALF PRICE Was 4.19 Now 2....,valid from 20/2/2018 until 19/3/2018
3,1374,ACTIMEL STRAWBERRY DRINKING YOG 8PK 8X10,5410146407024,3.89,3.89,23/02/2018,26,Tesco Ireland Website,25/02/2018,3,0.89,0.2966,23.14,SAVE 89c Was 3.89 Now 3.00,valid from 31/1/2018 until 27/2/2018
5,201033,MULLER LIGHT GREEK BIG POT SK/LATTE 500G,42334422,2.29,2.29,22/02/2018,26,Super Value Website,25/02/2018,1.5,0.432,0.288,11.232,Special Offer,Feb 15th - Mar 6th
3,39256,LOW LOW GRATED MOZZARELLA RED 200G,5011069103453,3.79,3.79,23/02/2018,26,Tesco Ireland Website,25/02/2018,3,0.79,0.2633,20.54,,
5,137275,GLENISK PEACH&VANILLA GOATS YOG 4X90G,5099649000422,2.69,2.69,23/02/2018,26,Tesco Ireland Website,25/02/2018,2.19,0.5,0.2283,13,,
5,4930,PEDIGREE MARKIES ORIGINAL 500G,5010394999717,2.45,2.45,23/02/2018,26,Super Value Website,25/02/2018,2,0.45,0.225,11.7,Special Offer,Feb 15th - Mar 7th
5,11056,DENNY GAMMON STEAKS 2S 150G,5011069032906,2.99,2.99,23/02/2018,26,Tesco Ireland Website,25/02/2018,2.5,0.49,0.196,12.74,SAVE 49c Was 2.99 Now 2.50,valid from 31/1/2018 until 27/2/2018
4,137868,MULLER CORNER  IRISH FAVOURITES 6PK,4025500168551,4.19,4.19,01/02/2018,26,Tesco Ireland Website,25/02/2018,2.09,0.3787,0.1811,9.8462,HALF PRICE Was 4.19 Now 2....,valid from 31/1/2018 until 27/2/2018
5,188548,ALWAYS ULTRA NORMAL 16PK,4015400755333,2.95,2.95,22/02/2018,26,Tesco Ireland Website,25/02/2018,2.5,0.33,0.132,8.58,SAVE 45c Was 2.95 Now 2.50,valid from 20/2/2018 until 19/3/2018
3,176933,NICKY ELITE WHITE 4ROLL,8004260428293,1.99,1.99,23/02/2018,26,Tesco Ireland Website,25/02/2018,1.79,0.2,0.1117,5.2,,
5,8782,CASILLERO DEL DIABLO CHARDONNAY 75CL,7804320256900,11.99,9.99,23/02/2018,26,Tesco Ireland Website,25/02/2018,9,0.99,0.11,25.74,Only 9.00 Casillero Del Diablo Cha...,valid from 21/2/2018 until 7/3/2018
5,16373,MCGUIGAN BLACK LABEL SAUV BLANC 75CL,9315743501181,11.99,9.99,23/02/2018,26,Tesco Ireland Website,25/02/2018,9,0.99,0.11,25.74,SAVE 3.00 Was 12.00 Now 9.00,valid from 21/2/2018 until 20/3/2018
5,655,SHAMROCK FLAKED ALMONDS 100G,5011005009009,3.59,3.59,23/02/2018,26,Tesco Ireland Website,25/02/2018,3.29,0.3,0.0911,7.8,,
5,166927,SANEX SHOWER PRO HYDRATEGEL 500MLS,8714789763804,4.19,2.99,23/02/2018,26,Tesco Ireland Website,25/02/2018,2.09,0.18,0.0861,4.68,HALF PRICE Was 4.19 Now 2....,valid from 20/2/2018 until 19/3/2018
5,2862,KNORR PARSLEY SAUCE PKT 20G,5011002017045,0.85,0.85,23/02/2018,26,Tesco Ireland Website,25/02/2018,0.79,0.06,0.0759,1.56,,
5,2572,J WEST SARDINES IN TOMATO 120G,5000171010209,1.09,1.09,23/02/2018,26,Tesco Ireland Website,25/02/2018,1.02,0.07,0.0686,1.82,,
5,151708,TUC SOUR CREAM & ONION 100G,5391517593280,1.69,1.69,23/02/2018,26,Tesco Ireland Website,25/02/2018,1.59,0.1,0.0628,2.6,,
5,63308,TILDA STMD BASMATI BROWN 250G,5011157888132,2.65,2.65,23/02/2018,25,Tesco Ireland Website,25/02/2018,1.24,1.41,1.137,35.25,HALF PRICE Was 2.29 Now 1....,valid from 31/1/2018 until 26/2/2018
4,48879,UNCLE BENS BASMATI BOIL IN BAG 500G,5410673700643,3.59,3.59,23/02/2018,25,Super Value Website,25/02/2018,2,1.365,0.6825,34.125,Special Offer,Feb 15th - Mar 7th
3,9328,HB VIENNETTA MINT 650ML,8000920200070,2.99,2.99,20/02/2018,25,Tesco Ireland Website,25/02/2018,2,0.99,0.495,24.75,SAVE 89c Was 2.89 Now 2.00,valid from 30/1/2018 until 26/2/2018
5,181508,CHIVERS RASPBERRY JELLY 135GM,5098732000370,1.15,1.15,23/02/2018,25,Tesco Ireland Website,25/02/2018,0.86,0.29,0.3372,7.25,SAVE 25%,valid from 7/2/2018 until 6/3/2018
5,16462,PEDIGREE DENTASTIX MEDIUM DOG 180G,5010394984584,3.29,3.29,23/02/2018,25,Tesco Ireland Website,25/02/2018,2.59,0.7,0.2702,17.5,,
5,905,BARRYS DECAFF TEA BAGS 80S 250G,5099810332161,4.99,5.09,23/02/2018,25,Tesco Ireland Website,25/02/2018,4,1.01,0.2525,25.25,SAVE 99c Was 4.99 Now 4.00,valid from 7/2/2018 until 6/3/2018
3,161482,JMOB SUPER BUNDY 4S,5099867005506,1.59,1.59,23/02/2018,25,Tesco Ireland Website,25/02/2018,1.29,0.3,0.2325,7.5,,
5,68453,TOTAL 0% GREEK YOGURT 500G,5201054921746,3.59,3.59,23/02/2018,25,Super Value Website,25/02/2018,3,0.59,0.1966,14.75,Special Offer,Feb 15th - Mar 6th
5,76311,MCGUIGAN BLACK LABEL PINOT GRIGIO 75CL,0764253950641,11.99,9.99,23/02/2018,25,Tesco Ireland Website,25/02/2018,9,0.99,0.11,24.75,SAVE 3.00 Was 12.00 Now 9.00,valid from 21/2/2018 until 20/3/2018
5,10091,SANEX SHOWER GEL DERMO SENS  500ML,8714789763378,4.19,2.99,21/02/2018,25,Tesco Ireland Website,25/02/2018,2.09,0.222,0.1062,5.55,HALF PRICE Was 4.19 Now 2....,valid from 20/2/2018 until 19/3/2018
5,59162,SAXA GROUND WHITE PEPPER 25G,5010024103293,1.05,1.05,23/02/2018,25,Tesco Ireland Website,25/02/2018,0.95,0.1,0.1052,2.5,,
4,7525,CADBURY CURLY WURLY 26G,5034660505181,0.6,0.6,23/02/2018,25,Tesco Ireland Website,25/02/2018,0.55,0.05,0.0909,1.25,,
5,8488,CARA MATCHES 10S,7310683400015,2.12,2.12,23/02/2018,25,Tesco Ireland Website,25/02/2018,1.98,0.14,0.0707,3.5,,
3,16818,MANHATTAN POPCORN 6X30G,5099274008077,3.73,3.73,23/02/2018,25,Tesco Ireland Website,25/02/2018,3.49,0.24,0.0687,6,,
3,210995,FITZGERALDS CINNAMON BAGELS 5S 425G,5099077001770,1.79,1.79,03/01/2018,25,Super Value Website,25/02/2018,1.69,0.1,0.0591,2.5,Buy 2 For 3,Feb 15th - Mar 7th
3,210995,FITZGERALDS CINNAMON BAGELS 5S 425G,5099077001770,1.79,1.79,03/01/2018,25,Tesco Ireland Website,25/02/2018,1.69,0.1,0.0591,2.5,,
4,88365,VITHIT BERRY BOOST 500ML,5034033000381,1.99,1.99,23/02/2018,25,Tesco Ireland Website,25/02/2018,1.89,0.1,0.0529,2.5,Any 2 For 3.00,valid from 7/2/2018 until 6/3/2018
4,176364,DENNY CORNED BEEF (F) 100G,5011069169824,1.99,1.99,23/02/2018,25,Tesco Ireland Website,25/02/2018,1.89,0.1,0.0529,2.5,,
5,58269,KNORR STOCK CUBE VEGETABLE 8S,5000184161165,2.09,2.09,23/02/2018,25,Tesco Ireland Website,25/02/2018,1.99,0.1,0.0502,2.5,,
3,104600,M/BUNCH F/FRAS FRUIT 6PK 6X42G,3023290211069,1.95,1.95,23/02/2018,24,Super Value Website,25/02/2018,1,0.95,0.95,22.8,Special Offer,Feb 15th - Mar 6th
3,104600,M/BUNCH F/FRAS FRUIT 6PK 6X42G,3023290211069,1.95,1.95,23/02/2018,24,Tesco Ireland Website,25/02/2018,1.04,0.91,0.875,21.84,HALF PRICE Was 2.09 Now 1....,valid from 31/1/2018 until 27/2/2018
5,140761,KINDER PINGUIN 4 PK 120G,4008400290423,2.45,2.45,23/02/2018,24,Tesco Ireland Website,25/02/2018,1.5,0.95,0.6333,22.8,SAVE 49c Was 1.99 Now 1.50,valid from 31/1/2018 until 27/2/2018
5,16192,OLD TIME IRISH MARMALADE FINE CUT 454G,5391509390545,2.89,2.89,23/02/2018,24,Super Value Website,25/02/2018,2,0.89,0.445,21.36,Special Offer,Feb 15th - Mar 7th
4,204976,POM BEARS ORIGINAL 6PK 90G,5000237124307,2.75,2.75,23/02/2018,24,Tesco Ireland Website,25/02/2018,2,0.75,0.375,18,SAVE 39c Was 2.39 Now 2.00,valid from 15/2/2018 until 28/2/2018
3,143808,CADBURY CARAMEL 120G,7622300737931,2,2,23/02/2018,24,Tesco Ireland Website,25/02/2018,1.5,0.5,0.3333,12,SAVE 50c Was 2.00 Now 1.50,valid from 7/2/2018 until 6/3/2018
3,1481,LOW LOW CHEESE GRATED 200G,5011069066130,3.79,3.79,23/02/2018,24,Tesco Ireland Website,25/02/2018,3,0.79,0.2633,18.96,,
5,201671,PETIT FILOUS MAGIC SQ RASP/VAN 80G,3329770052895,2.49,1.5,23/02/2018,24,Tesco Ireland Website,25/02/2018,1.24,0.26,0.2096,6.24,HALF PRICE Was 2.49 Now 1....,valid from 31/1/2018 until 27/2/2018
5,324,DR OETKER CHOC CHIPS LUX MILK 100G,50254101,1.65,1.65,23/02/2018,24,Super Value Website,25/02/2018,1.4,0.25,0.1785,6,,
5,4186,KELLOGGS SPECIAL K 500G,5000127163195,4.35,3.5,23/02/2018,24,Super Value Website,25/02/2018,3,0.5,0.1666,12,Special Offer,Feb 15th - Mar 7th
5,2094,DOLMIO BOLOG SCE ORIGINAL 320G,4002359634321,1.79,1.79,23/02/2018,24,Tesco Ireland Website,25/02/2018,1.69,0.1,0.0591,2.4,,
3,59157,TILDA STMD BASMATI PLAIN 250G,5011157888101,2.65,2.65,23/02/2018,23,Tesco Ireland Website,25/02/2018,1.24,1.41,1.137,32.43,HALF PRICE Was 2.49 Now 1....,valid from 31/1/2018 until 26/2/2018
5,173497,RIBENA RTD BLACKCURRANT 500ML,5054267002333,1.89,1.89,23/02/2018,23,Super Value Website,25/02/2018,1,0.89,0.89,20.47,Special Offer,Feb 15th - Mar 7th
4,201035,MULLER LIGHT GREEK BIG POT COCONUT 500G,42334415,2.29,2.29,23/02/2018,23,Super Value Website,25/02/2018,1.5,0.79,0.5266,18.17,Special Offer,Feb 15th - Mar 6th
5,189644,HB CORNETTO 4PK STRAWBERRY 360ML,8712100870279,2.99,2.99,23/02/2018,23,Tesco Ireland Website,25/02/2018,2,0.99,0.495,22.77,SAVE 65c Was 2.65 Now 2.00,valid from 30/1/2018 until 26/2/2018
3,82087,S/MATLOW REFRESH ORIG CHEW BAR 'S,5010478900998,0.25,0.25,23/02/2018,23,Tesco Ireland Website,25/02/2018,0.17,0.08,0.4705,1.84,,
5,181522,CHIVERS ORANGE JELLY 135GM,5098732000363,1.15,1.15,23/02/2018,23,Tesco Ireland Website,25/02/2018,0.86,0.29,0.3372,6.67,SAVE 25%,valid from 7/2/2018 until 6/3/2018
5,71090,LEMSIP MAX BLACKC SCHTS 5S,5000158066823,5.69,5.69,23/02/2018,23,Super Value Website,25/02/2018,4.29,1.4,0.3263,32.2,,
5,199568,BALLYMALOE HAM GLAZE 245G,5099229002068,2.59,2.59,21/02/2018,23,Tesco Ireland Website,25/02/2018,2,0.59,0.295,13.57,SAVE 59c Was 2.59 Now 2.00,valid from 25/1/2018 until 1/4/2018
4,2514,J WEST WILD RED SALMON 213G,5000171010025,3.79,3.79,23/02/2018,23,Tesco Ireland Website,25/02/2018,3,0.79,0.2633,18.17,SAVE 79c Was 3.79 Now 3.00,valid from 7/2/2018 until 6/3/2018
4,14519,BIRDS CUSTARD L/FAT R/T/SERVE 500G,5000354700491,2.55,2.55,23/02/2018,23,Tesco Ireland Website,25/02/2018,2.19,0.36,0.1643,8.28,,
3,29582,MASH DIRECT CARROT/PAR/TURNIP 380G,5060072990031,2.29,2.29,23/02/2018,23,Tesco Ireland Website,25/02/2018,1.99,0.3,0.1507,6.9,,
5,196012,CRICKET FIREFLEX  LIGHTER,8710732230461,4.99,4.99,23/02/2018,23,Super Value Website,25/02/2018,4.38,0.61,0.1392,14.03,,
5,56300,OXO CUBES BEEF 12'S,5000175411187,1.69,1.69,23/02/2018,23,Tesco Ireland Website,25/02/2018,1.49,0.2,0.1342,4.6,,
5,11268,GALLO FV  MERLOT  75CL,085000009840,9.99,8.99,23/02/2018,23,Tesco Ireland Website,25/02/2018,8,0.99,0.1237,22.77,SAVE 1.99 Was 9.99 Now 8.00,valid from 21/2/2018 until 7/3/2018
5,8868,MCGUIGAN BLACK LABEL CHARDONNAY 75CL,0764253003705,11.99,9.99,23/02/2018,23,Tesco Ireland Website,25/02/2018,9,0.99,0.11,22.77,SAVE 3.00 Was 12.00 Now 9.00,valid from 21/2/2018 until 20/3/2018
5,179215,EMBRACE WHITE  LOAF GL FREE 400G,5099105016240,1.89,1.89,23/02/2018,23,Tesco Ireland Website,25/02/2018,1.59,0.171,0.1075,3.933,,
5,173497,RIBENA RTD BLACKCURRANT 500ML,5054267002333,1.89,1.89,23/02/2018,23,Tesco Ireland Website,25/02/2018,1.75,0.14,0.08,3.22,,
5,177833,GLENISK GREEK 0% STRAWB PROT YOG 150G,5099649001122,1.39,1.39,23/02/2018,23,Tesco Ireland Website,25/02/2018,1.29,0.1,0.0775,2.3,,
5,2576,J WEST SARDINES IN BRINE 120G,5000171001184,1.09,1.09,23/02/2018,23,Tesco Ireland Website,25/02/2018,1.02,0.07,0.0686,1.61,,
5,190965,NESTLE ROLO MOUSSE 4X50G,3023290220689,2.55,2.55,23/02/2018,22,Tesco Ireland Website,25/02/2018,1.5,1.05,0.7,23.1,SAVE 69c Was 2.19 Now 1.50,valid from 31/1/2018 until 27/2/2018
3,170121,DAIRYMAID PREMIUM 454G,5011044001033,2.39,2.39,23/02/2018,22,Tesco Ireland Website,25/02/2018,1.5,0.89,0.5933,19.58,SAVE 49c Was 1.99 Now 1.50,valid from 31/1/2018 until 27/2/2018
5,11091,GALTEE BLACK PUDDING 200G,5011037922116,1.59,1.59,23/02/2018,22,Super Value Website,25/02/2018,1,0.59,0.59,12.98,Special Offer,
5,11091,GALTEE BLACK PUDDING 200G,5011037922116,1.59,1.59,23/02/2018,22,Tesco Ireland Website,25/02/2018,1,0.59,0.59,12.98,,
4,2466,ROMA TOMATO PUREE TUBE (C&C)  140GM,5011010292113,1.45,1.45,23/02/2018,22,Tesco Ireland Website,25/02/2018,1,0.45,0.45,9.9,SAVE 45c Was 1.45 Now 1.00,valid from 31/1/2018 until 26/2/2018
4,186687,MILKYBAR MOUSSE 4PK 4X55G,3023290114360,2.59,2.59,23/02/2018,22,Tesco Ireland Website,25/02/2018,1.5,0.6425,0.4283,14.135,SAVE 1.09 Was 2.59 Now 1.50,valid from 31/1/2018 until 27/2/2018
5,207008,COLMANS TARTAR SAUCE 144G,8714100536148,1.99,1.99,23/02/2018,22,Tesco Ireland Website,25/02/2018,1.49,0.5,0.3355,11,,
2,188757,CADBURY WISPA GOLD CHOC BAR 48G,7622210448101,1.3,1.3,23/02/2018,22,Tesco Ireland Website,25/02/2018,1,0.3,0.3,6.6,,
5,118139,AMBROSIA RICE PUDDING 4X125G,5000354800795,2.79,2.79,23/02/2018,22,Tesco Ireland Website,25/02/2018,2.24,0.55,0.2455,12.1,SAVE 25%,valid from 7/2/2018 until 6/3/2018
4,89815,GORDONS LONDON GIN W TONIC 250ML,5000289925051,2.49,2.49,23/02/2018,22,Tesco Ireland Website,25/02/2018,2,0.49,0.245,10.78,Only 2.00 Gordons & Tonic Pre Mixe...,valid from 21/2/2018 until 20/3/2018
5,51593,GLENISK GOATS YOGURT RASP/STRAW 4X90G,5099749001954,2.69,2.69,23/02/2018,22,Tesco Ireland Website,25/02/2018,2.19,0.5,0.2283,11,,
5,205871,KNORR QUICK SOUP MUSHROOM 14G 190ML,8714100263969,1.65,1.65,23/02/2018,22,Tesco Ireland Website,25/02/2018,1.39,0.26,0.187,5.72,,
5,73059,KNORR STOCK GEL POT VEGETABLE 4X28G,8722700268772,2.3,2.3,23/02/2018,22,Tesco Ireland Website,25/02/2018,1.95,0.35,0.1794,7.7,,
2,29869,MASH DIRECT CARROT&PARSNIP MASH 400G,5060072990048,2.29,2.29,23/02/2018,22,Tesco Ireland Website,25/02/2018,1.99,0.3,0.1507,6.6,Any 2 For 3.00 Save 98c,valid from 31/1/2018 until 27/2/2018
5,1930,DOLMIO STIR IN CARBONARA 150G,5010034597501,2.29,2.29,23/02/2018,22,Tesco Ireland Website,25/02/2018,1.99,0.3,0.1507,6.6,,
5,28090,OXO CUBES VEGETABLE 12'S,5000175411217,1.69,1.69,23/02/2018,22,Tesco Ireland Website,25/02/2018,1.49,0.2,0.1342,4.4,,
5,8912,GALLO FV  CAB SAUVIGNON 75CL,085000005002,9.99,8.99,23/02/2018,22,Tesco Ireland Website,25/02/2018,8,0.99,0.1237,21.78,SAVE 1.99 Was 9.99 Now 8.00,valid from 21/2/2018 until 7/3/2018
5,5525,COKE 6PK DIET 6X330ML,5449000051561,3.99,3.99,23/02/2018,22,Tesco Ireland Website,25/02/2018,3.59,0.4,0.1114,8.8,,
5,8847,MCGUIGAN BLACK LABEL MERLOT 75CL,0764253505186,11.99,9.99,23/02/2018,22,Tesco Ireland Website,25/02/2018,9,0.99,0.11,21.78,SAVE 3.00 Was 12.00 Now 9.00,valid from 21/2/2018 until 20/3/2018
4,143392,GLENISK ORGANIC YOG F/FREE 500G,5099649000330,2.14,2.14,23/02/2018,22,Tesco Ireland Website,25/02/2018,1.94,0.2,0.103,4.4,,
4,172206,REESES NUT BAR 47G,0034000109197,1.19,1.19,23/02/2018,22,Tesco Ireland Website,25/02/2018,1.09,0.1,0.0917,2.2,,
5,2571,J WEST SARDINES IN SUNFLOWER OIL 120G,5000171030696,1.09,1.09,23/02/2018,22,Tesco Ireland Website,25/02/2018,1.02,0.07,0.0686,1.54,,
5,45695,MCCAIN WEDGES LIGHTLY SPICED 750G,5010228078953,3.29,3.29,23/02/2018,22,Tesco Ireland Website,25/02/2018,3.1,0.19,0.0612,4.18,,
3,68376,BULMERS CIDER 1LTR,5391516870122,5.29,5.29,22/02/2018,22,Tesco Ireland Website,25/02/2018,5,0.29,0.058,6.38,,
3,5646,ROBINSONS SQUASH ORANGE NAS 1LT,5000147030125,2.35,2.35,23/02/2018,21,Tesco Ireland Website,25/02/2018,1.6,0.75,0.4687,15.75,SAVE 79c Was 2.39 Now 1.60,valid from 7/2/2018 until 6/3/2018
4,170848,CHICAGO TOWN CHICK/BACON PIZZA 642G,5019312082777,4.99,4.99,23/02/2018,21,Super Value Website,25/02/2018,3.5,1.49,0.4257,31.29,Special Offer,Feb 15th - Mar 7th
4,170848,CHICAGO TOWN CHICK/BACON PIZZA 642G,5019312082777,4.99,4.99,23/02/2018,21,Tesco Ireland Website,25/02/2018,3.5,1.49,0.4257,31.29,SAVE 1.49 Was 4.99 Now 3.50,valid from 30/1/2018 until 26/2/2018
5,134686,LYONS GOLD TEA BAGS 80S,8712100752186,3.79,3.79,23/02/2018,21,Tesco Ireland Website,25/02/2018,3,0.79,0.2633,16.59,SAVE 69c Was 3.69 Now 3.00,valid from 7/2/2018 until 6/3/2018
5,21013,KELLOGGS RICE KRISPIE MULITI GRAIN 350G,5050083197840,3.6,3.6,23/02/2018,21,Super Value Website,25/02/2018,3,0.6,0.2,12.6,,
5,21013,KELLOGGS RICE KRISPIE MULITI GRAIN 350G,5050083197840,3.6,3.6,23/02/2018,21,Tesco Ireland Website,25/02/2018,3,0.6,0.2,12.6,SAVE 95c Was 3.95 Now 3.00,valid from 14/2/2018 until 27/2/2018
1,137276,GLENISK STRAWB KIDS NAS YOG 4X90G,5099649000408,2.19,2.19,23/02/2018,21,Super Value Website,25/02/2018,2,0.19,0.095,3.99,Special Offer,Feb 15th - Mar 6th
5,218468,MCDONNELLS SPICE BAG ORIG 40G,5098732005573,1.3,1.3,23/02/2018,21,Tesco Ireland Website,25/02/2018,1.19,0.11,0.0924,2.31,,
