Stores,Store Code,Description,Barcode,Retail Price,Sold Price,Last Sold,Avg Wkly Sales,Competitor,Price Check Date,Competitor Price,Diff (€),Diff (%),Match Cost (PW),Offer,Details
2,8693,TULLAMORE DEW WHISKEY 700ML,5011026108033,29.95,29.95,23/02/2018,2,Tesco Ireland Website,25/02/2018,23,6.95,0.3021,13.9,SAVE 5.49 Was 28.49 Now 23.00,valid from 21/2/2018 until 20/3/2018
1,201643,HARRINGTONS PUPPY TURKEY & RICE 2KG,5013919001254,6.49,6.49,22/02/2018,2,Tesco Ireland Website,25/02/2018,4.99,1.5,0.3006,3,,
2,118647,JUST FOR MEN HAIR COLOUR L/BROWN 110G,5010934001795,9.95,9.95,02/02/2018,2,Tesco Ireland Website,25/02/2018,7.65,2.3,0.3006,4.6,,
2,118649,JUST FOR MEN HAIR COLOUR MED BROWN 110G,5010934001856,9.95,9.95,10/02/2018,2,Tesco Ireland Website,25/02/2018,7.65,2.3,0.3006,4.6,,
2,23663,MICKEY FINNS SPIKED SOUR APPLE 500M,5391397620205,12.99,12.99,31/12/2017,2,Tesco Ireland Website,25/02/2018,10,2.99,0.299,5.98,Only 10.00 Mickey Finn's Apple Moo...,valid from 21/2/2018 until 20/3/2018
2,70057,MICKEY FINNS SCHNAPPS RASPBERRY  500ML,5391397621202,12.99,12.99,31/12/2017,2,Tesco Ireland Website,25/02/2018,10,2.99,0.299,5.98,Only 10.00 Mickey Finns Sour Raspb...,valid from 21/2/2018 until 20/3/2018
2,140286,PATAKS BUTTER CHICKEN COOKING SAUCE 450G,5011308505062,2.59,2.59,07/02/2018,2,Tesco Ireland Website,25/02/2018,2,0.59,0.295,1.18,SAVE 59c Was 2.59 Now 2.00,valid from 31/1/2018 until 26/2/2018
1,138536,BONIO CHICKEN 650G,7613032982430,2.59,2.59,07/01/2018,2,Super Value Website,25/02/2018,2,0.59,0.295,1.18,,
2,114464,ANDREX  ALOE VERA 9 ROLL,5029053031989,7.39,7.75,17/02/2018,2,Super Value Website,25/02/2018,6,1.75,0.2916,3.5,Special Offer,Feb 15th - Mar 7th
2,34581,OLAY TOTAL EFF DAY CREAM FR/F 50ML,5000174163049,21.99,21.99,23/02/2018,2,Tesco Ireland Website,25/02/2018,14.73,4.26,0.2892,8.52,SAVE 33%,valid from 20/2/2018 until 19/3/2018
2,33939,LOREAL EXCELLENCE 4.54 COPPER MAHOGANY,5011408064988,10.25,10.25,08/01/2018,2,Tesco Ireland Website,25/02/2018,8,2.25,0.2812,4.5,SAVE 2.29 Was 10.29 Now 8.00,valid from 20/2/2018 until 19/3/2018
2,43881,LOREAL EXCELLENCE NATBABY  BLNDE 10,5011408065022,10.25,10.25,29/12/2017,2,Tesco Ireland Website,25/02/2018,8,2.25,0.2812,4.5,SAVE 2.29 Was 10.29 Now 8.00,valid from 20/2/2018 until 19/3/2018
1,200878,BAKERS JOINT DELICI CHICKEN CHEWS 180G,7613033197888,2.99,2.79,06/02/2018,2,Super Value Website,25/02/2018,2.18,0.61,0.2798,1.22,Special Offer,Feb 15th - Mar 7th
2,119567,ERISTOFF VODKA 70CL,8410414000466,23.99,22.99,04/01/2018,2,Tesco Ireland Website,25/02/2018,18,4.99,0.2772,9.98,Only 18.00 Eristoff Original,valid from 21/2/2018 until 20/3/2018
1,20475,FELIX SACH TUNA 100G,5000161023448,0.75,0.75,16/02/2018,2,Tesco Ireland Website,25/02/2018,0.59,0.16,0.2711,0.32,,
1,46782,LINDT LINDOR  CORNET DARK 60% 200G,8003340090269,6.99,6.99,23/02/2018,2,Tesco Ireland Website,25/02/2018,5.5,1.49,0.2709,2.98,Only 5.50 Lindt Lindor 60% Dark Ch...,valid from 15/2/2018 until 6/3/2018
1,189156,LINDT LINDOR COCONUT CORNET 200G,8003340097534,6.99,6.99,10/02/2018,2,Tesco Ireland Website,25/02/2018,5.5,1.49,0.2709,2.98,Only 5.50 Lindt Lindor Coconut,valid from 15/2/2018 until 6/3/2018
1,202995,BIRDS EYE HARRY RAMSDEN FISH FILLET 400G,5000116102815,5,6.35,13/01/2018,2,Tesco Ireland Website,25/02/2018,5,1.35,0.27,2.7,,
1,143512,MALLONS SAUSAGES 454G,5098900001000,3.15,3.15,19/02/2018,2,Tesco Ireland Website,25/02/2018,2.5,0.65,0.26,1.3,SAVE 65c Was 3.15 Now 2.50,valid from 31/1/2018 until 27/2/2018
1,29783,DOVE APA SPRAY ORIGINAL 150ML,8717163965030,3.99,2.5,06/02/2018,2,Tesco Ireland Website,25/02/2018,1.99,0.51,0.2562,1.02,HALF PRICE Was 3.99 Now 1....,valid from 20/2/2018 until 19/3/2018
2,196453,COPPENRATH & WIESE MALTERSER PAVLOVA 300,5060402902543,5.65,5.65,11/02/2018,2,Tesco Ireland Website,25/02/2018,4.5,1.15,0.2555,2.3,,
1,172087,ODLUMS CHOC FUDGE BROWNIE MIX 400G,5011040020632,3.75,3.75,29/01/2018,2,Tesco Ireland Website,25/02/2018,2.99,0.76,0.2541,1.52,,
1,196359,HEINZ MEXICAN BEANZ 390G,5000157078179,1.99,1.99,20/02/2018,2,Tesco Ireland Website,25/02/2018,1.59,0.4,0.2515,0.8,,
2,202248,SCHWARZKOPF COLOR EXPERT TREATMENT 150ML,5012583205371,4.99,4.99,20/02/2018,2,Tesco Ireland Website,25/02/2018,3.99,1,0.2506,2,SAVE 1.00 Was 4.99 Now 3.99,valid from 20/2/2018 until 19/3/2018
2,134099,NUTRISSE DEEP BURGUNDY 4.26,5021044025069,8.75,8.75,26/01/2018,2,Tesco Ireland Website,25/02/2018,7,1.75,0.25,3.5,SAVE 1.75 Was 8.75 Now 7.00,valid from 20/2/2018 until 19/3/2018
2,21471,GARNIER NUTRESSE V/LIGHT BROWN 6,5021044040215,8.75,8.75,23/02/2018,2,Tesco Ireland Website,25/02/2018,7,1.75,0.25,3.5,SAVE 1.75 Was 8.75 Now 7.00,valid from 20/2/2018 until 19/3/2018
2,171672,GARNIER NUTRISSE PEARL 9.13 LG/ BEIGE BL,3600541557963,8.75,8.75,22/02/2018,2,Tesco Ireland Website,25/02/2018,7,1.75,0.25,3.5,SAVE 1.75 Was 8.75 Now 7.00,valid from 20/2/2018 until 19/3/2018
2,73880,GARNIER NUTRISSE CREAM COL BLACK 1,5021044024987,8.7,8.75,23/02/2018,2,Tesco Ireland Website,25/02/2018,7,1.725,0.2464,3.45,SAVE 1.75 Was 8.75 Now 7.00,valid from 20/2/2018 until 19/3/2018
2,30793,GARNIER NUTRISSE CREAM L/BROWN 6,5021044025168,8.7,8.7,08/02/2018,2,Tesco Ireland Website,25/02/2018,7,1.7,0.2428,3.4,SAVE 1.75 Was 8.75 Now 7.00,valid from 20/2/2018 until 19/3/2018
2,196738,GARNIER NUTRISSE EBONY 3.0,3600540796028,8.7,8.7,21/02/2018,2,Tesco Ireland Website,25/02/2018,7,1.7,0.2428,3.4,SAVE 1.75 Was 8.75 Now 7.00,valid from 20/2/2018 until 19/3/2018
2,80052,CAWSTON PRESS APPLE & GINGER 1LTR,5060054134057,3.69,3.69,16/02/2018,2,Tesco Ireland Website,25/02/2018,2.99,0.7,0.2341,1.4,,
2,206468,LOREAL FINE FLOWERS GEL CREAM WASH 150M,3600523450435,6.15,4.12,11/02/2018,2,Tesco Ireland Website,25/02/2018,3.34,0.78,0.2335,1.56,SAVE 33%,valid from 20/2/2018 until 19/3/2018
2,206467,LOREAL FINE FLOWERS TONER 400ML,3600523439836,9.2,6.16,22/02/2018,2,Tesco Ireland Website,25/02/2018,5.01,1.15,0.2295,2.3,SAVE 33%,valid from 20/2/2018 until 19/3/2018
2,37588,BEEFEATER DRY GIN 70CL,5000329002193,26.99,26.99,13/02/2018,2,Tesco Ireland Website,25/02/2018,22,4.99,0.2268,9.98,SAVE 5.49 Was 27.49 Now 22.00,valid from 21/2/2018 until 20/3/2018
1,195036,GLADE TOUCH N FRESH HOLD CL/LINEN 10ML,5000204762426,5.25,5.25,02/02/2018,2,Tesco Ireland Website,25/02/2018,4.28,0.97,0.2266,1.94,,
1,1470,LE RUSTIQUE CAMEMBERT 250G,3153126826003,4.89,4.89,23/02/2018,2,Tesco Ireland Website,25/02/2018,3.99,0.9,0.2255,1.8,,
2,184999,HERBAL ESS DRY SPOO UPLIFT VOLUME 180ML.,4084500140301,3.65,3.65,03/02/2018,2,Tesco Ireland Website,25/02/2018,2.99,0.66,0.2207,1.32,,
2,206365,ALWAYS DISCREET MAXI NIGHT PAD 6'S,8001090066046,4.15,4.15,23/02/2018,2,Tesco Ireland Website,25/02/2018,3.4,0.75,0.2205,1.5,SAVE 1.00 Was 4.40 Now 3.40,valid from 20/2/2018 until 19/3/2018
2,178756,LOREAL ELNETT PRECIOUS OILS WINTERT75ML,3600522906223,4.49,4.49,05/02/2018,2,Tesco Ireland Website,25/02/2018,3.69,0.8,0.2168,1.6,,
1,181390,WHITWORTHS TOFFEE PECAN SHOT 25G,5000234050036,0.79,0.79,19/02/2018,2,Tesco Ireland Website,25/02/2018,0.65,0.14,0.2153,0.28,,
1,181389,WHITWORTHS FRUITY BISCUIT SHOT 25G,5000234050067,0.79,0.79,19/02/2018,2,Tesco Ireland Website,25/02/2018,0.65,0.14,0.2153,0.28,,
1,80522,SMIRNOFF APPLE 70CL,5410316984607,25.49,25.49,21/01/2018,2,Tesco Ireland Website,25/02/2018,21,4.49,0.2138,8.98,Only 21.00 Smirnoff Vodka Apple,valid from 21/2/2018 until 20/3/2018
2,207884,DRINK ME CHAI SPICED CHAI LATTE 250G,5060072970019,3.49,4.99,10/02/2018,2,Evergreen Website,25/02/2018,3.5,0.74,0.2114,1.48,,
2,139732,ARIEL COLOUR GEL 24 WASH 888ML,4015600375416,7.25,7.25,08/02/2018,2,Super Value Website,25/02/2018,6,1.25,0.2083,2.5,Special Offer,Feb 15th - Mar 7th
2,203983,NEUTROGENA HYDRO GEL CREAM DRY 50ML,3574661287225,14.95,11.99,02/01/2018,2,Tesco Ireland Website,25/02/2018,7.49,1.55,0.2069,3.1,HALF PRICE Was 14.99 Now 7...,valid from 20/2/2018 until 19/3/2018
1,209244,GOOD 4U SUPER SEED SNACK COCON/BERRY 25G,5060087941639,0.95,0.95,23/02/2018,2,Tesco Ireland Website,25/02/2018,0.79,0.16,0.2025,0.32,,
2,80521,SMIRNOFF LIME 70CL,5410316991476,25.49,25.49,10/02/2018,2,Tesco Ireland Website,25/02/2018,21,4.245,0.2021,8.49,Only 21.00 Smirnoff Vodka Lime,valid from 21/2/2018 until 20/3/2018
2,197858,FOREST FEAST S/POT TROPICAL MIX 45G,5022374037883,1.5,1.5,16/02/2018,2,Tesco Ireland Website,25/02/2018,1.25,0.25,0.2,0.5,,
1,139732,ARIEL COLOUR GEL 24 WASH 888ML,4015600375416,7.25,6,31/01/2018,2,Tesco Ireland Website,25/02/2018,5,1,0.2,2,HALF PRICE Was 10.00 Now 5...,valid from 7/2/2018 until 6/3/2018
2,209239,LENOR UNSTOPABLES SPRING 275G,4084500658165,6,6,09/02/2018,2,Tesco Ireland Website,25/02/2018,5,1,0.2,2,SAVE 2.00 Was 7.00 Now 5.00,valid from 21/1/2018 until 4/3/2018
2,197831,ACTI SNACK FRUIT NUT & SEECD 250G,5022374033908,5.99,5.99,11/02/2018,2,Tesco Ireland Website,25/02/2018,5,0.99,0.198,1.98,,
2,147834,WEIGHT WATCHERS CHICK&LEM RISOTTO 320,5390003010461,2.99,2.99,08/02/2018,2,Tesco Ireland Website,25/02/2018,2.5,0.49,0.196,0.98,,
2,206436,JOHN WEST CREATION MOROCCAN SALMON 180G,5000171057334,2.99,2.99,30/01/2018,2,Tesco Ireland Website,25/02/2018,2.5,0.49,0.196,0.98,SAVE 49c Was 2.99 Now 2.50,valid from 7/2/2018 until 6/3/2018
2,182950,BETTY C COFFEE ICING 400G,5010084903451,2.99,2.99,23/02/2018,2,Tesco Ireland Website,25/02/2018,2.5,0.49,0.196,0.98,SAVE 49c Was 2.99 Now 2.50,valid from 7/2/2018 until 6/3/2018
2,208613,COCO FUZION 100 RASP 250ML,8936020054056,1.79,1.79,08/02/2018,2,Tesco Ireland Website,25/02/2018,1.5,0.29,0.1933,0.58,,
2,126310,ROMA FUSILLI  (F) 500G,5391506803062,1,1,23/02/2018,2,Tesco Ireland Website,25/02/2018,0.84,0.16,0.1904,0.32,HALF PRICE Was 1.69 Now 84c,valid from 31/1/2018 until 26/2/2018
1,193754,COW&GATE BURST APP/ BAN/BERRIES 4M 125G,8591119001849,0.89,0.89,17/02/2018,2,Tesco Ireland Website,25/02/2018,0.75,0.14,0.1866,0.28,,
2,182295,AIRWICK FROSTY CANDLE VANILLA 1S,5011417561447,5.99,5.99,13/01/2018,2,Super Value Website,25/02/2018,5.05,0.94,0.1861,1.88,,
1,183563,KELLOGGS RICE KRISPIES CMB 10X20G,5053827143295,4.09,4.09,27/01/2018,2,Super Value Website,25/02/2018,3.45,0.64,0.1855,1.28,,
2,180196,OKF ALOE VERA KING PORMEG NON CARB 1.5L,8809041426457,3.29,3.55,28/01/2018,2,Tesco Ireland Website,25/02/2018,3,0.55,0.1833,1.1,,
2,53307,JOHNSONS CLEAN & CLEAR EXFOL WASH 150ML,5000207007425,4.37,5.95,05/02/2018,2,Tesco Ireland Website,25/02/2018,4.37,0.79,0.1807,1.58,,
1,200904,QUORN SAUSAGE PATTIE 168G,5019503029895,2.95,2.95,21/02/2018,2,Tesco Ireland Website,25/02/2018,2.5,0.45,0.18,0.9,,
2,103406,LOREAL TRIPLE ACT COMB DAY CREAM 50ML,3600521719596,9.99,6.69,23/02/2018,2,Tesco Ireland Website,25/02/2018,5.68,1.01,0.1778,2.02,SAVE 33%,valid from 20/2/2018 until 19/3/2018
2,165910,OBENTO SUSHI MAT,9310432400066,1.99,1.99,23/02/2018,2,Tesco Ireland Website,25/02/2018,1.69,0.3,0.1775,0.6,,
2,202583,B BLONSE TONER STEEL 75ML,5035832103105,6.99,6.99,30/01/2018,2,Tesco Ireland Website,25/02/2018,5.99,1,0.1669,2,,
1,43829,CLEARSPRING FR/PUREE APPLE 2X100G,5021554981589,1.69,2.1,21/01/2018,2,Evergreen Website,25/02/2018,1.8,0.3,0.1666,0.6,,
2,189761,HNZ. RED BERRY BABY JUICE 500ML/6,5000157075673,1.75,1.75,23/02/2018,2,Super Value Website,25/02/2018,1.5,0.25,0.1666,0.5,Special Offer,Feb 15th - Mar 7th
2,170147,CADBURY WISPA BITES BAG 110G,7622210287021,2.5,2.5,27/01/2018,2,Tesco Ireland Website,25/02/2018,1.5,0.25,0.1666,0.5,SAVE 1.49 Was 2.99 Now 1.50,valid from 15/2/2018 until 6/3/2018
2,149923,GULLIVERS CAT SPOT ON 4WK X 12,0739090008435,5.79,5.79,19/02/2018,2,Super Value Website,25/02/2018,4.99,0.8,0.1603,1.6,,
2,6182,SPICK N SPAN DISH CLOTHS 2S,5099441000040,1.85,1.85,23/02/2018,2,Tesco Ireland Website,25/02/2018,1.6,0.25,0.1562,0.5,,
1,57466,BLUE DRAGON SW/CHILLI DIPP SQZY 380G,5010338015886,3.45,3.45,27/12/2017,2,Tesco Ireland Website,25/02/2018,2.99,0.46,0.1538,0.92,,
1,177724,CLIFF BAR CHOC CHIP FLAV 68G,722252130044,2.25,2.25,22/02/2018,2,Evergreen Website,25/02/2018,1.95,0.3,0.1538,0.6,,
2,137800,D/OETKER EASY SWIRL CUPCAKE ICING VAN 18,5000254018795,5.75,5.75,20/01/2018,2,Tesco Ireland Website,25/02/2018,4.99,0.76,0.1523,1.52,,
2,7455,PUNCH MED FLAT WHITE LACE 100CM,5099831200111,1.65,1.69,01/02/2018,2,Tesco Ireland Website,25/02/2018,1.45,0.22,0.1517,0.44,,
1,195036,GLADE TOUCH N FRESH HOLD CL/LINEN 10ML,5000204762426,5.25,5.25,02/02/2018,2,Super Value Website,25/02/2018,4.58,0.67,0.1462,1.34,,
2,26243,SHARWOOD MADRAS 420G,5000197156936,2.85,2.85,22/02/2018,2,Tesco Ireland Website,25/02/2018,2.49,0.36,0.1445,0.72,,
2,185453,NIVEA MEN CREAM 75ML,4005900111456,4.45,4.45,02/02/2018,2,Tesco Ireland Website,25/02/2018,3.89,0.56,0.1439,1.12,,
2,126875,COW&GATE CEREAL BAN/STRAWB 125G,5051594001992,3.29,3.29,23/02/2018,2,Tesco Ireland Website,25/02/2018,2.89,0.4,0.1384,0.8,Any 2 For 4.00,valid from 20/2/2018 until 19/3/2018
1,190755,FRUBES LIMITED EDITION 9X40G,3329770056954,2.64,1.5,04/02/2018,2,Tesco Ireland Website,25/02/2018,1.32,0.18,0.1363,0.36,HALF PRICE Was 2.64 Now 1....,valid from 31/1/2018 until 27/2/2018
2,35378,NICE N EASY NON PERM  ASH BLONDE 73 15ML,5000174529319,7.49,7.49,21/02/2018,2,Tesco Ireland Website,25/02/2018,6.6,0.89,0.1348,1.78,,
2,36269,NICE N EASY NON PERM  MED BROWN 765 50ML,5000174529517,7.49,7.49,18/01/2018,2,Tesco Ireland Website,25/02/2018,6.6,0.89,0.1348,1.78,,
2,34537,CLAIROL LASTING COLOUR MAHOG 81 50ML,5000174529685,7.49,7.49,21/02/2018,2,Tesco Ireland Website,25/02/2018,6.6,0.89,0.1348,1.78,,
2,34349,NICE N EASY NON PERM DARK BROWN 82 50ML,5000174529722,7.49,7.49,19/02/2018,2,Tesco Ireland Website,25/02/2018,6.6,0.89,0.1348,1.78,,
2,35212,NICE N EASY NON PERM NAT BLACK 83 50ML,5000174529760,7.49,7.49,20/02/2018,2,Tesco Ireland Website,25/02/2018,6.6,0.89,0.1348,1.78,,
2,35211,NICE N EASY NON PERM GOLD BROWN 78 50ML,5000174529593,7.49,7.49,13/02/2018,2,Tesco Ireland Website,25/02/2018,6.6,0.89,0.1348,1.78,,
2,171757,NICE N EASY DARK 91 BLONDE,5011321321526,7.49,7.49,23/02/2018,2,Tesco Ireland Website,25/02/2018,6.6,0.89,0.1348,1.78,,
1,170723,BAXTERS VEGETARIAN LENTIL & VEG 400G,5012427072206,1.69,1.69,14/02/2018,2,Tesco Ireland Website,25/02/2018,1.49,0.2,0.1342,0.4,,
2,145873,BIG ALS HOMESTYLE BEEF BURGERS 280G,5099556016080,2.99,3.39,07/02/2018,2,Tesco Ireland Website,25/02/2018,2.99,0.4,0.1337,0.8,,
2,149921,FLEXI STANDARD 2 CLASSIC LEAD MED 6S,4000498002612,14.99,16.99,21/02/2018,2,Super Value Website,25/02/2018,14.99,2,0.1334,4,,
2,169499,ODLUMS CRUSTY STONE GROUND MIX 450G,5011040019827,2.25,2.25,21/02/2018,2,Tesco Ireland Website,25/02/2018,1.99,0.26,0.1306,0.52,,
1,208353,ARIEL 3IN1 CAPSULES 55WASH,8001090475299,17.65,12.99,03/02/2018,2,Tesco Ireland Website,25/02/2018,11.5,1.49,0.1295,2.98,SAVE 12.50 Was 24.00 Now 11.50,valid from 21/2/2018 until 6/3/2018
1,191550,FRYLIGHT COCONUT OIL SPRAY 190ML,5000442007938,3.25,3.25,16/02/2018,2,Tesco Ireland Website,25/02/2018,2.89,0.36,0.1245,0.72,,
2,193751,COW&GATE COURGETTE & TUNA PASTA 10M 250G,5900852925078,1.45,1.45,18/02/2018,2,Tesco Ireland Website,25/02/2018,1.29,0.16,0.124,0.32,,
1,149750,HALVA ODRA  VANILLA SESAME 65G,5900278005415,1,1,22/02/2018,2,Tesco Ireland Website,25/02/2018,0.89,0.11,0.1235,0.22,,
1,175541,TROPICANA ORANGE/MANGO 850ML,5022313312101,3.79,3.79,17/02/2018,2,Tesco Ireland Website,25/02/2018,3.39,0.4,0.1179,0.8,,
2,91930,EIRPET MEDICATED SH & COND EX ALOE 250ML,5099084004054,4.45,4.45,21/02/2018,2,Super Value Website,25/02/2018,3.99,0.46,0.1152,0.92,,
2,29229,LOREAL MEN EXPERT 150ML CLEANS GEL,3600520299679,9.17,9.17,21/02/2018,2,Tesco Ireland Website,25/02/2018,8.24,0.93,0.1128,1.86,,
2,197119,PAMPERS BABY DRY PANTS MIDI ESSENT 44S,4015400749608,9.99,9.99,08/02/2018,2,Tesco Ireland Website,25/02/2018,8.99,1,0.1112,2,,
1,146918,LOREAL AGE PERF CELL RE DAY CREAM 50ML,3600522323297,29.99,20.09,20/01/2018,2,Tesco Ireland Website,25/02/2018,18.08,2.01,0.1111,4.02,SAVE 33%,valid from 20/2/2018 until 26/2/2018
2,146916,LOREAL AGE PERF CELL RE NIGHT CREAM 50ML,3600522323303,29.99,20.09,11/02/2018,2,Tesco Ireland Website,25/02/2018,18.08,2.01,0.1111,4.02,SAVE 33%,valid from 20/2/2018 until 26/2/2018
2,193068,ALBERTO BALSAM SHAMPOO BLUEB 350ML,8710908177057,2,2,17/02/2018,2,Tesco Ireland Website,25/02/2018,1.8,0.2,0.1111,0.4,,
2,193209,ALBERTO BALSAM CONDIT TEA TREE 350ML,8710908182105,2,2,17/02/2018,2,Tesco Ireland Website,25/02/2018,1.8,0.2,0.1111,0.4,,
2,61409,HEINZ WW DOUBLE CHOC BROWNIES 2PK,5390003005245,2.65,2.65,17/02/2018,2,Tesco Ireland Website,25/02/2018,2.39,0.26,0.1087,0.52,,
2,189833,AVENT MED FLOW TEATS 3M+ 2PK,8710103563167,6.95,6.95,30/12/2017,2,Tesco Ireland Website,25/02/2018,6.29,0.66,0.1049,1.32,,
1,206986,GARNIER  MOIST BOMB TISSUE MASK,3600541945029,3.99,2.95,18/02/2018,2,Tesco Ireland Website,25/02/2018,2.67,0.28,0.1048,0.56,SAVE 33%,valid from 20/2/2018 until 19/3/2018
2,142834,MUG SHOT NOODLE SNACK THAI STYLE 55G,5050665004016,1.09,1.09,15/02/2018,2,Tesco Ireland Website,25/02/2018,0.99,0.1,0.101,0.2,,
1,140772,MUG SHOTS SPICY TOMATO  60G,5021476001075,1.09,1.09,15/01/2018,2,Tesco Ireland Website,25/02/2018,0.99,0.1,0.101,0.2,,
2,210002,BEAR YOYO SOUR MGO APP CARROT 5*20G,5060139433419,3.29,3.29,10/02/2018,2,Tesco Ireland Website,25/02/2018,3,0.29,0.0966,0.58,,
1,24817,G/ISLE WICKED WEDGES 750G,5011003007045,3.29,3.29,21/12/2017,2,Tesco Ireland Website,25/02/2018,3,0.29,0.0966,0.58,,
1,44264,KELKIN GLUTEN FREE PORRIDGE 500G,5011032670135,4.59,4.59,20/02/2018,2,Tesco Ireland Website,25/02/2018,4.19,0.4,0.0954,0.8,,
2,197073,LOREAL AGE PERFECT ROSY DAY CREAM 50ML,3600523216086,22.99,15.4,11/02/2018,2,Tesco Ireland Website,25/02/2018,14.06,1.34,0.0953,2.68,SAVE 33%,valid from 20/2/2018 until 26/2/2018
2,197499,LOREAL PARIS NEW AGE PERF GOLD AGE 50ML,3600523216093,22.99,15.4,22/02/2018,2,Tesco Ireland Website,25/02/2018,14.06,1.34,0.0953,2.68,SAVE 33%,valid from 20/2/2018 until 26/2/2018
1,58361,CARNATN EVAPORATED MILK 170G,5010346000003,1.09,1.09,09/02/2018,2,Tesco Ireland Website,25/02/2018,1,0.09,0.09,0.18,,
2,130425,VILEDA STRING MOP REFILL,8001940012704,5.99,5.99,21/02/2018,2,Tesco Ireland Website,25/02/2018,5.5,0.49,0.089,0.98,,
2,110369,LOREAL STUDIO LINE INV GEL EX HOLD 150ML,3600521637142,4.99,4.99,03/02/2018,2,Tesco Ireland Website,25/02/2018,4.59,0.4,0.0871,0.8,,
2,68383,BULMERS LIGHT LONG NECK 6X33CL,5391516870221,12.99,12.99,19/02/2018,2,Tesco Ireland Website,25/02/2018,11.95,1.04,0.087,2.08,,
2,28504,OLAY TOTAL EFFECTS NIGHT CREAM 50ML,5000174034103,21.99,15.99,05/02/2018,2,Tesco Ireland Website,25/02/2018,14.73,1.26,0.0855,2.52,SAVE 33%,valid from 20/2/2018 until 19/3/2018
1,144667,LOREAL MEN EXP SHIRT PROT ROLL ON 50ML,3600522372639,3.95,3.95,01/02/2018,2,Tesco Ireland Website,25/02/2018,3.65,0.3,0.0821,0.6,,
1,198930,BEWLEYS BRAZIL MED STRONG 4 227G,5099589225541,5.39,5.39,04/02/2018,2,Super Value Website,25/02/2018,4.99,0.4,0.0801,0.8,,
1,198930,BEWLEYS BRAZIL MED STRONG 4 227G,5099589225541,5.39,5.39,04/02/2018,2,Tesco Ireland Website,25/02/2018,4.99,0.4,0.0801,0.8,,
1,209248,GOOD 4U SUPER BITES COCONUT 40G,5060087941721,1.35,1.35,21/02/2018,2,Tesco Ireland Website,25/02/2018,1.25,0.1,0.08,0.2,Any 3 For 3.00 Save 75c,valid from 16/10/2017 until 13/5/2018
1,208726,MCVITIES DIGESTIVE THINS DARK CHOC 180G,5000168198392,2.79,2.79,08/02/2018,2,Tesco Ireland Website,25/02/2018,2.59,0.2,0.0772,0.4,,
2,11350,HAVANA CLUB RUM 3YEAR 70CL,8501110080231,27.99,27.99,28/01/2018,2,Tesco Ireland Website,25/02/2018,25.99,2,0.0769,4,,
2,175362,MEN EXP PURE POWER CHARCOAL WASH 150ML,3600522418399,8.99,8.99,16/02/2018,2,Tesco Ireland Website,25/02/2018,8.35,0.64,0.0766,1.28,,
2,114540,NICE N EASY LIGHT BROWN 6,5011321972209,8.59,6.99,21/02/2018,2,Tesco Ireland Website,25/02/2018,6.5,0.49,0.0753,0.98,SAVE 2.00 Was 8.50 Now 6.50,valid from 20/2/2018 until 19/3/2018
2,114721,NICE N EASY DARK BURGUNDY BROWN 3.5BG,5011321971967,8.59,6.99,23/02/2018,2,Tesco Ireland Website,25/02/2018,6.5,0.49,0.0753,0.98,SAVE 2.00 Was 8.50 Now 6.50,valid from 20/2/2018 until 19/3/2018
2,114723,NICE N EASY 116A NAT LIGHT GOLD BROWN,5011321972612,8.59,6.99,10/02/2018,2,Tesco Ireland Website,25/02/2018,6.5,0.49,0.0753,0.98,SAVE 2.00 Was 8.50 Now 6.50,valid from 20/2/2018 until 19/3/2018
2,114539,NICE N EASY MEDIUM CHESTNUT BROWN 5RB,5011321972865,8.59,6.99,22/02/2018,2,Tesco Ireland Website,25/02/2018,6.5,0.49,0.0753,0.98,SAVE 2.00 Was 8.50 Now 6.50,valid from 20/2/2018 until 19/3/2018
1,197481,ELLAS B/BERR APPLES ST1 120G,5060107337534,1.45,1.45,06/02/2018,2,Tesco Ireland Website,25/02/2018,1.35,0.1,0.074,0.2,,
1,122232,ELLAS BABY STAGE1 PEAR/APP/B/RICE 120G,5060107331990,1.45,1.45,29/01/2018,2,Tesco Ireland Website,25/02/2018,1.35,0.1,0.074,0.2,,
2,180419,VENUS & OLAY RAZOR,7702018089093,15,15,23/02/2018,2,Tesco Ireland Website,25/02/2018,13.99,1.01,0.0721,2.02,,
2,166143,AIRWICK ELEC REFILL LAVENDER 17MLS,5011417556931,5.99,5.99,23/02/2018,2,Tesco Ireland Website,25/02/2018,5.59,0.4,0.0715,0.8,,
2,87829,VITABIOTICS PREGNACARE ORIG 30S,5010058089785,6.95,6.95,03/02/2018,2,Tesco Ireland Website,25/02/2018,6.49,0.46,0.0708,0.92,,
2,41643,ELVIVE NUTRIGLOSS COND 400ML,3600520752228,5.85,3.99,19/02/2018,2,Super Value Website,25/02/2018,3.5,0.245,0.07,0.49,Special Offer,Feb 15th - Mar 7th
2,204713,TEPE INTERDENTAL BRUSH RED 0.5MM,7317400001760,4.39,4.69,09/02/2018,2,Tesco Ireland Website,25/02/2018,4.39,0.3,0.0683,0.6,,
1,189958,SMA PRO FIRST INFANT MILK SCREWCAP 200ML,7613035433663,0.95,0.95,20/02/2018,2,Tesco Ireland Website,25/02/2018,0.89,0.06,0.0674,0.12,,
1,42685,V05 GEL WET LOOK 200ML,5012254060087,4.75,4.75,05/01/2018,2,Tesco Ireland Website,25/02/2018,4.45,0.3,0.0674,0.6,,
